timestamp,pod,status,memory_current_mi,memory_events_high,memory_events_oom_kill
2026-06-07T23:15:47-04:00,aggressor,Running,13161,82251,0
2026-06-07T23:15:49-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:15:49-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:15:49-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:15:49-04:00,aggressor,Running,13161,84006,0
2026-06-07T23:15:51-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:15:51-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:15:51-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:15:51-04:00,aggressor,Running,13160,85666,0
2026-06-07T23:15:53-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:15:53-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:15:53-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:15:53-04:00,aggressor,Running,13162,87454,0
2026-06-07T23:15:56-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:15:56-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:15:56-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:15:56-04:00,aggressor,Running,13162,89120,0
2026-06-07T23:15:58-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:15:58-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:15:58-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:15:58-04:00,aggressor,Running,13160,90834,0
2026-06-07T23:16:00-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:00-04:00,burstable-holder,Running,104,0,0
2026-06-07T23:16:00-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:16:00-04:00,aggressor,Running,13161,92524,0
2026-06-07T23:16:03-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:03-04:00,burstable-holder,Running,108,0,0
2026-06-07T23:16:03-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:16:03-04:00,aggressor,Running,13161,94006,0
2026-06-07T23:16:05-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:05-04:00,burstable-holder,Running,108,0,0
2026-06-07T23:16:05-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:16:05-04:00,aggressor,Running,13175,96964,0
2026-06-07T23:16:07-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:07-04:00,burstable-holder,Running,107,0,0
2026-06-07T23:16:07-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:16:07-04:00,aggressor,Running,13189,99582,0
2026-06-07T23:16:10-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:10-04:00,burstable-holder,Running,107,0,0
2026-06-07T23:16:10-04:00,besteffort-holder,Running,205,0,0
2026-06-07T23:16:10-04:00,aggressor,Running,13203,101996,0
2026-06-07T23:16:12-04:00,guaranteed-holder,Running,106,0,0
2026-06-07T23:16:12-04:00,burstable-holder,Running,107,0,0
